instance,N,tmax,outcome,outcome_reported,n_points,n_extend_points,t_max_reached,F_min,nsamp_extend
instance_66_d_5,15,0.8351827859314715,crossed,not_extended,8,0,2.0,-0.0017137489638116676,
instance_66_d_6,15,1.2348893956284646,crossed,not_extended,8,0,2.0,0.013534817346589989,
instance_66_d_7,15,1.0903729096561434,crossed,not_extended,8,0,2.0,0.0057971330381406,
instance_67_d_5,15,3.4272726380005296,crossed,wall_cap,11,3,4.394000000000001,0.049061663765408936,8
instance_68_d_9,15,1.0914380907779224,crossed,not_extended,8,0,2.0,0.008779480013618012,
instance_6_d_13,15,3.247403024004132,crossed,crossed,10,2,3.3800000000000003,0.08473248648128377,8
instance_6_d_14,15,2.8314135032975334,crossed,wall_cap,10,2,3.3800000000000003,0.05568749732280172,8
instance_6_d_8,15,0.9752562304336532,crossed,not_extended,8,0,2.0,0.008183351222760394,
instance_71_d_13,15,3.8865771979550896,crossed,wall_cap,11,3,4.394000000000001,0.07384489301815653,8
instance_73_d_15,15,5.2937630358207235,crossed,wall_cap,12,4,5.712200000000002,0.08105853712920118,8
instance_74_d_5,15,1.2455196239879647,crossed,not_extended,8,0,2.0,0.009511723749892554,
instance_75_d_5,15,1.2457681566166705,crossed,not_extended,8,0,2.0,0.0073612415348179635,
instance_75_d_9,15,3.155559358199526,crossed,wall_cap,10,2,3.3800000000000003,0.07564556788080704,8
instance_76_d_14,15,12.004912397667184,crossed,wall_cap,15,7,12.549703400000006,0.08908241388606097,8
instance_76_d_6,15,0.7327020575757144,crossed,not_extended,8,0,2.0,0.005649908133636927,
instance_78_d_7,15,1.4789007048078582,crossed,not_extended,8,0,2.0,0.05182905053879949,
instance_7_d_5,15,0.7192201549456961,crossed,not_extended,8,0,2.0,0.00392932179311174,
instance_83_d_5,15,0.7955216534477332,crossed,not_extended,8,0,2.0,-0.0002716475966735743,
instance_84_d_15,15,5.517694467037112,crossed,wall_cap,12,4,5.712200000000002,0.08474469931220041,8
instance_84_d_5,15,0.8996086868546146,crossed,not_extended,8,0,2.0,0.0002081717764667701,
instance_84_d_7,15,2.7491018267196576,crossed,crossed,10,2,3.3800000000000003,0.06241109761831376,8
instance_85_d_5,15,0.7313268562092775,crossed,not_extended,8,0,2.0,0.008445801429479616,
instance_86_d_5,15,1.0277501209172382,crossed,not_extended,8,0,2.0,0.012563834743923507,
instance_88_d_6,15,0.6892362409545452,crossed,not_extended,8,0,2.0,0.003269939414167311,
instance_89_d_12,15,6.278767527905236,crossed,wall_cap,13,5,7.425860000000003,0.06463250640085402,8
instance_8_d_15,15,1.4525068944184993,crossed,not_extended,8,0,2.0,0.027199627442314522,
instance_90_d_14,15,14.218185287118168,crossed,wall_cap,16,8,16.31461442000001,0.07838281691158014,8
instance_90_d_5,15,0.7395954974414218,crossed,not_extended,8,0,2.0,-0.0017286077680182643,
instance_91_d_8,15,5.329319728820312,crossed,wall_cap,12,4,5.712200000000002,0.07437933427963882,8
instance_92_d_9,15,2.3905721678318064,crossed,crossed,9,1,2.6,0.07494268863489076,8
instance_93_d_6,15,0.656311848068204,crossed,not_extended,8,0,2.0,-0.00028361896984279155,
instance_94_d_5,15,0.902083815247652,crossed,not_extended,8,0,2.0,0.0029430992151901593,
instance_100_d_8,16,2.4394688170346073,crossed,in_progress,9,1,2.6,0.07259626780559356,
instance_101_d_10,16,1.8576147949720103,crossed,not_extended,8,0,2.0,0.07655164694588165,
instance_101_d_13,16,3.803929467296557,crossed,wall_cap,11,3,4.394000000000001,0.07629769701181763,8
instance_102_d_8,16,1.0641115106384933,crossed,not_extended,8,0,2.0,0.004200426736133522,
instance_102_d_9,16,,wall_cap,wall_cap,14,6,9.653618000000003,0.131212097271352,8
instance_103_d_13,16,3.9245536034339086,crossed,wall_cap,11,3,4.394000000000001,0.06591620226889003,8
instance_103_d_5,16,0.9763994899498406,crossed,not_extended,8,0,2.0,0.007162319212875445,
instance_103_d_8,16,1.2780238057481292,crossed,not_extended,8,0,2.0,0.01797268521368096,
instance_104_d_14,16,5.642430383330128,crossed,wall_cap,12,4,5.712200000000002,0.09592208621841453,8
instance_104_d_7,16,0.8489618190228347,crossed,not_extended,8,0,2.0,0.014760703418505727,
instance_104_d_8,16,1.1842240816027605,crossed,not_extended,8,0,2.0,0.016289089517158573,
instance_104_d_9,16,5.920615406800939,crossed,wall_cap,13,5,7.425860000000003,0.061647513986589283,8
instance_105_d_12,16,1.6759437503268875,crossed,not_extended,8,0,2.0,0.03959362077475816,
instance_105_d_14,16,1.8989510319470397,crossed,not_extended,8,0,2.0,0.0841868215095019,
instance_105_d_8,16,0.9989175641752548,crossed,not_extended,8,0,2.0,0.005166906154227035,
instance_108_d_9,16,1.9599624397719768,crossed,not_extended,8,0,2.0,0.09451691498761647,
instance_10_d_7,16,1.940619370697929,crossed,not_extended,8,0,2.0,0.09061116575358028,
instance_111_d_6,16,3.0927501476557473,crossed,wall_cap,10,2,3.3800000000000003,0.07069339449539791,8
instance_114_d_6,16,1.4214962469862042,crossed,not_extended,8,0,2.0,0.02363093843268871,
instance_114_d_8,16,0.7207551717004561,crossed,not_extended,8,0,2.0,0.003482757093661348,
instance_115_d_5,16,0.4801720505488879,crossed,not_extended,8,0,2.0,-1.708116124063963e-05,
instance_115_d_8,16,,wall_cap,wall_cap,8,0,2.0,0.7389891654341227,8
instance_116_d_15,16,,wall_cap,wall_cap,14,6,9.653618000000003,0.40451088284977715,8
instance_116_d_7,16,1.2003883638575,crossed,not_extended,8,0,2.0,0.007419802529693697,
instance_117_d_15,16,,wall_cap,wall_cap,14,6,9.653618000000003,0.2725580465994193,8
instance_117_d_6,16,1.1564369686421156,crossed,not_extended,8,0,2.0,0.010360547985692392,
instance_118_d_8,16,1.1694939451666857,crossed,not_extended,8,0,2.0,0.011822692311579886,
instance_119_d_14,16,3.170831222602687,crossed,wall_cap,10,2,3.3800000000000003,0.07961067751472625,8
instance_119_d_8,16,1.4825950402132377,crossed,not_extended,8,0,2.0,0.04863259556695994,
instance_119_d_9,16,0.9234121345399178,crossed,not_extended,8,0,2.0,0.0011044636770748185,
instance_11_d_8,16,2.5820610040561265,crossed,in_progress,9,1,2.6,0.095738148589338,
instance_120_d_15,16,1.8510217634985573,crossed,not_extended,8,0,2.0,0.07416774566336244,
instance_120_d_7,16,2.8440174145852004,crossed,wall_cap,10,2,3.3800000000000003,0.05539593109443447,8
instance_120_d_8,16,1.9892788881682077,crossed,not_extended,8,0,2.0,0.09675379013624479,
instance_121_d_5,16,1.094780386131658,crossed,not_extended,8,0,2.0,0.010481808130134596,
instance_122_d_14,16,4.1366765089674615,crossed,wall_cap,11,3,4.394000000000001,0.07034475427907588,8
instance_122_d_15,16,3.1194905104656523,crossed,wall_cap,10,2,3.3800000000000003,0.07793042444532558,8
instance_123_d_9,16,0.621284217835827,crossed,not_extended,8,0,2.0,-0.0012213692065415672,
instance_126_d_8,16,0.9626148425615917,crossed,not_extended,8,0,2.0,0.0015754649240989238,
instance_126_d_9,16,2.4712659519561724,crossed,crossed,9,1,2.6,0.07928225719489115,8
instance_127_d_9,16,2.031033063419078,crossed,crossed,9,1,2.6,0.05194424043594822,8
instance_128_d_15,16,1.1332688455977702,crossed,not_extended,8,0,2.0,0.012104307152549154,
instance_12_d_5,16,1.0729599857897218,crossed,not_extended,8,0,2.0,0.008949764641874936,
instance_12_d_7,16,1.4207371904125519,crossed,not_extended,8,0,2.0,0.03135275890854246,
instance_131_d_5,16,3.228875618020453,crossed,wall_cap,10,2,3.3800000000000003,0.08350026958701295,8
instance_131_d_9,16,1.7642190944453402,crossed,not_extended,8,0,2.0,0.0640036700573546,
instance_132_d_8,16,2.2459125180138773,crossed,crossed,9,1,2.6,0.07472465895249043,8
instance_133_d_5,16,0.9371436249262383,crossed,not_extended,8,0,2.0,0.00483438103365188,
instance_133_d_6,16,1.0663445380618022,crossed,not_extended,8,0,2.0,0.0206618141324725,
instance_135_d_15,16,3.8795546460941277,crossed,wall_cap,11,3,4.394000000000001,0.06336703675939326,8
instance_135_d_5,16,0.8729447729812922,crossed,not_extended,8,0,2.0,0.0014149546950648073,
instance_136_d_5,16,0.7587266599387156,crossed,not_extended,8,0,2.0,0.002933962005045032,
instance_136_d_8,16,1.470763288321742,crossed,not_extended,8,0,2.0,0.02622777857068286,
instance_137_d_14,16,10.067707680177126,crossed,crossed,15,7,12.549703400000006,0.05962975092271101,8
instance_137_d_7,16,4.679931975852968,crossed,wall_cap,12,4,5.712200000000002,0.048838649274158284,8
instance_137_d_8,16,0.7376059849942219,crossed,not_extended,8,0,2.0,0.0009233637894794811,
instance_138_d_5,16,0.664589475386046,crossed,not_extended,8,0,2.0,0.003424737627574359,
instance_138_d_7,16,1.3794465667334224,crossed,not_extended,8,0,2.0,0.01823755612131208,
instance_13_d_5,16,0.8393346973910777,crossed,not_extended,8,0,2.0,0.0002442967419483466,
instance_13_d_9,16,1.1005333679903686,crossed,not_extended,8,0,2.0,0.008687635885507916,
instance_140_d_7,16,1.6340906221382518,crossed,not_extended,8,0,2.0,0.04100279368722113,
instance_140_d_8,16,2.13745974659302,crossed,crossed,9,1,2.6,0.04702252886441368,8
instance_140_d_9,16,1.316370598997335,crossed,not_extended,8,0,2.0,0.024025060827261767,
instance_141_d_14,16,1.7150554811988457,crossed,not_extended,8,0,2.0,0.06030049543132918,
instance_141_d_6,16,1.1008305959566855,crossed,not_extended,8,0,2.0,0.014716315657642554,
instance_143_d_8,16,1.266149911978695,crossed,not_extended,8,0,2.0,0.025858805356983795,
instance_144_d_9,16,4.53064694600978,crossed,wall_cap,12,4,5.712200000000002,0.050583319935742777,8
instance_145_d_15,16,2.126924084590326,crossed,crossed,9,1,2.6,0.057253042036958995,8
instance_145_d_6,16,0.7466338300040055,crossed,not_extended,8,0,2.0,0.0031508301221037983,
instance_147_d_14,16,1.6075579392198727,crossed,not_extended,8,0,2.0,0.03461859558010474,
instance_148_d_7,16,2.025547565018562,crossed,in_progress,9,1,2.6,0.04687345172538599,
instance_14_d_14,16,7.115379570313482,crossed,wall_cap,13,5,7.425860000000003,0.08441498069344416,8
instance_150_d_7,16,4.212323647012502,crossed,wall_cap,11,3,4.394000000000001,0.08864656547957517,8
instance_152_d_9,16,2.4631412338209766,crossed,crossed,9,1,2.6,0.08570493172023663,8
instance_153_d_9,16,0.8043192044034352,crossed,not_extended,8,0,2.0,-0.0006181991588164237,
instance_154_d_7,16,1.2979827700980306,crossed,not_extended,8,0,2.0,0.03099571955317515,
instance_155_d_10,16,0.998248004606861,crossed,not_extended,8,0,2.0,0.01544875892195705,
instance_155_d_5,16,0.745912323367733,crossed,not_extended,8,0,2.0,2.9014287611062174e-05,
instance_155_d_6,16,1.3040698298778062,crossed,not_extended,8,0,2.0,0.010974208066545543,
instance_156_d_8,16,3.3890522943911994,crossed,wall_cap,11,3,4.394000000000001,0.04581607653683317,8
instance_157_d_5,16,1.862390575462555,crossed,not_extended,8,0,2.0,0.07508966035857156,
instance_159_d_14,16,1.7665744714448515,crossed,not_extended,8,0,2.0,0.07287911149251158,
instance_159_d_5,16,1.3094518120703946,crossed,not_extended,8,0,2.0,0.0074944640346075175,
instance_159_d_6,16,0.7877842105678391,crossed,not_extended,8,0,2.0,0.0023328224819124444,
instance_159_d_7,16,1.6162755368470116,crossed,not_extended,8,0,2.0,0.04199953382667445,
instance_15_d_5,16,1.0871400315053918,crossed,not_extended,8,0,2.0,0.0051884880476791295,
instance_15_d_7,16,2.952868441440808,crossed,wall_cap,10,2,3.3800000000000003,0.0684022651567913,8
instance_160_d_14,16,,wall_cap,wall_cap,14,6,9.653618000000003,0.2073737969823263,8
instance_160_d_5,16,1.095947300993303,crossed,not_extended,8,0,2.0,0.005528981701718294,
instance_160_d_9,16,4.046591146663325,crossed,wall_cap,11,3,4.394000000000001,0.08143453159530563,8
instance_162_d_5,16,1.413833924101156,crossed,not_extended,8,0,2.0,0.01633998128672829,
instance_162_d_6,16,0.9776693198210753,crossed,not_extended,8,0,2.0,0.005265175418389845,
instance_164_d_13,16,,wall_cap,wall_cap,14,6,9.653618000000003,0.3204032635214965,8
instance_164_d_5,16,2.131746580394623,crossed,crossed,9,1,2.6,0.05590878605790647,8
instance_164_d_6,16,5.641011540776569,crossed,wall_cap,12,4,5.712200000000002,0.09541837426836933,8
instance_168_d_6,16,0.7456987715298062,crossed,not_extended,8,0,2.0,-0.0005868806387297809,
instance_168_d_7,16,1.7302921618605462,crossed,not_extended,8,0,2.0,0.06542933283999446,
instance_168_d_8,16,1.068605844174639,crossed,not_extended,8,0,2.0,0.0071493194660433804,
instance_16_d_7,16,1.060566916159223,crossed,not_extended,8,0,2.0,0.00576682531973347,
instance_171_d_14,16,6.037341401402834,crossed,in_progress,13,5,7.425860000000003,0.06872117137562712,
instance_171_d_9,16,6.751986280353827,crossed,wall_cap,13,5,7.425860000000003,0.07399766873219563,8
instance_172_d_13,16,3.8233350181523176,crossed,wall_cap,11,3,4.394000000000001,0.07367585639481239,8
instance_173_d_7,16,1.3133666391749985,crossed,not_extended,8,0,2.0,0.01083800712822267,
instance_173_d_9,16,3.6195783632585394,crossed,wall_cap,11,3,4.394000000000001,0.05642802493387975,8
instance_174_d_15,16,4.435754667169596,crossed,wall_cap,12,4,5.712200000000002,0.04050012287265859,8
instance_174_d_6,16,0.8660095761011751,crossed,not_extended,8,0,2.0,0.001710229256968887,
instance_174_d_7,16,1.1889415765815032,crossed,not_extended,8,0,2.0,0.004822443008742993,
instance_175_d_9,16,0.9318898091639625,crossed,not_extended,8,0,2.0,0.0023237074490680245,
instance_176_d_12,16,3.874276549335025,crossed,wall_cap,11,3,4.394000000000001,0.062317795674453,8
instance_176_d_8,16,3.8397418550757045,crossed,wall_cap,11,3,4.394000000000001,0.07142771101915238,8
instance_177_d_14,16,1.6967094022293014,crossed,not_extended,8,0,2.0,0.049495672080956864,
instance_178_d_13,16,4.5509788327594,crossed,wall_cap,12,4,5.712200000000002,0.06464562744335117,8
instance_17_d_7,16,1.2342202744796644,crossed,not_extended,8,0,2.0,0.02372033660649322,
instance_17_d_9,16,2.11587007481207,crossed,crossed,9,1,2.6,0.054991174598481046,8
instance_180_d_9,16,0.9141071890576753,crossed,not_extended,8,0,2.0,0.002826306034694426,
instance_182_d_5,16,0.9399803763507895,crossed,not_extended,8,0,2.0,0.01391729217248212,
instance_183_d_13,16,1.752361793797152,crossed,not_extended,8,0,2.0,0.0653919088828843,
instance_183_d_15,16,3.1952329346926454,crossed,wall_cap,10,2,3.3800000000000003,0.08015268389746005,8
instance_183_d_9,16,1.1624387096558328,crossed,not_extended,8,0,2.0,0.012740940398725798,
instance_184_d_12,16,1.4903087832657005,crossed,not_extended,8,0,2.0,0.026951580261811613,
instance_185_d_14,16,4.092164347883764,crossed,wall_cap,11,3,4.394000000000001,0.07119255117953316,8
instance_186_d_9,16,1.2974302912548292,crossed,not_extended,8,0,2.0,0.009868249596911483,
instance_187_d_15,16,7.815351404322936,crossed,wall_cap,14,6,9.653618000000003,0.06464953425890958,8
instance_187_d_7,16,2.2897302594542426,crossed,crossed,9,1,2.6,0.06259659426147761,8
instance_187_d_9,16,0.9966168639963899,crossed,not_extended,8,0,2.0,0.011335699618939543,
instance_188_d_8,16,1.8373002284047963,crossed,not_extended,8,0,2.0,0.08121987032791367,
instance_189_d_7,16,0.6548925944328702,crossed,not_extended,8,0,2.0,0.0007351768861553864,
instance_18_d_9,16,,wall_cap,wall_cap,14,6,9.653618000000003,0.14985051275665362,8
instance_190_d_5,16,1.5674826654214526,crossed,not_extended,8,0,2.0,0.0501916868652188,
instance_190_d_6,16,2.514618718256528,crossed,crossed,9,1,2.6,0.08813289061128321,8
instance_192_d_5,16,1.6816158864721766,crossed,not_extended,8,0,2.0,0.05002604599139886,
instance_192_d_9,16,2.9006248116216504,crossed,crossed,10,2,3.3800000000000003,0.05240193840615904,8
instance_195_d_15,16,8.933562293886057,crossed,in_progress,14,6,9.653618000000003,0.08267098412501835,
instance_196_d_7,16,1.259387946532394,crossed,not_extended,8,0,2.0,0.01756231989365915,
instance_197_d_7,16,0.8621469005197228,crossed,not_extended,8,0,2.0,0.0011586309261474525,
instance_198_d_14,16,2.503794833853007,crossed,crossed,9,1,2.6,0.08179932654197494,8
instance_198_d_15,16,5.410204513243807,crossed,wall_cap,12,4,5.712200000000002,0.07588812562907471,8
instance_198_d_7,16,1.0927585995953362,crossed,not_extended,8,0,2.0,0.003945456322617247,
instance_199_d_14,16,1.8069583271962237,crossed,not_extended,8,0,2.0,0.0743008519133582,
instance_199_d_5,16,1.0710514313388626,crossed,not_extended,8,0,2.0,0.00421432165785518,
instance_19_d_5,16,1.4701072561856228,crossed,not_extended,8,0,2.0,0.024539880487282062,
instance_19_d_6,16,1.5442646403346576,crossed,not_extended,8,0,2.0,0.04504269225726602,
instance_1_d_14,16,,wall_cap,wall_cap,14,6,9.653618000000003,0.2525419610845532,8
instance_1_d_6,16,2.5467397111788936,crossed,crossed,9,1,2.6,0.09186282068956439,8
instance_20_d_14,16,2.6631086448610977,crossed,wall_cap,10,2,3.3800000000000003,0.05208910509153137,8
instance_20_d_15,16,1.3566360496491099,crossed,not_extended,8,0,2.0,0.029543384576027166,
instance_20_d_8,16,2.452034893160428,crossed,crossed,9,1,2.6,0.08101748602445591,8
instance_22_d_5,16,0.9506221801994502,crossed,not_extended,8,0,2.0,0.0044992454157181784,
instance_22_d_8,16,1.1320848360442362,crossed,not_extended,8,0,2.0,0.009384382227653986,
instance_23_d_5,16,0.6841054046407425,crossed,not_extended,8,0,2.0,-0.0005491514873938285,
instance_24_d_6,16,1.8040564584948355,crossed,not_extended,8,0,2.0,0.07828413354036456,
instance_25_d_7,16,1.724921019465064,crossed,not_extended,8,0,2.0,0.06776676801364374,
instance_26_d_15,16,2.5889108210839114,crossed,crossed,9,1,2.6,0.0974710291625287,8
instance_27_d_13,16,1.2330424079975484,crossed,not_extended,8,0,2.0,0.01262658074920182,
instance_27_d_9,16,1.9982648234339446,crossed,not_extended,8,0,2.0,0.09967312344979291,
instance_28_d_6,16,1.5485657354669253,crossed,not_extended,8,0,2.0,0.04821848874889838,
instance_29_d_13,16,8.101998661086421,crossed,wall_cap,14,6,9.653618000000003,0.06150655610394873,8
instance_29_d_14,16,2.5868950816552676,crossed,crossed,9,1,2.6,0.097475739380915,8
instance_29_d_5,16,1.4161195718677744,crossed,not_extended,8,0,2.0,0.036153639701660724,
instance_2_d_6,16,3.713189449184976,crossed,wall_cap,11,3,4.394000000000001,0.06751508075836472,8
instance_31_d_13,16,2.5129116925600368,crossed,crossed,9,1,2.6,0.07712029059176359,8
instance_31_d_9,16,4.466118989819935,crossed,wall_cap,12,4,5.712200000000002,0.0491461085085823,8
instance_32_d_6,16,1.6472351698599386,crossed,not_extended,8,0,2.0,0.042533680568521956,
instance_33_d_7,16,1.092318656377168,crossed,not_extended,8,0,2.0,0.0035813144069834378,
instance_34_d_12,16,,wall_cap,wall_cap,14,6,9.653618000000003,0.13358209208809935,8
instance_34_d_15,16,3.7705755722324406,crossed,wall_cap,11,3,4.394000000000001,0.06829444454302702,8
instance_34_d_9,16,8.067802351315573,crossed,wall_cap,14,6,9.653618000000003,0.060627930317990075,8
instance_35_d_8,16,1.513885139381486,crossed,not_extended,8,0,2.0,0.04600035199237027,
instance_36_d_13,16,9.794669238111,crossed,in_progress,15,7,12.549703400000006,0.04887925749588009,
instance_36_d_6,16,0.8496117024043417,crossed,not_extended,8,0,2.0,0.008635789628169733,
instance_36_d_9,16,1.7265463022030783,crossed,not_extended,8,0,2.0,0.06343535070845974,
instance_38_d_5,16,1.6764094562603562,crossed,not_extended,8,0,2.0,0.05350931545399362,
instance_3_d_13,16,3.4909431445816383,crossed,wall_cap,11,3,4.394000000000001,0.0514565446019082,8
instance_3_d_9,16,2.3125753713132147,crossed,crossed,9,1,2.6,0.06433264500035951,8
instance_40_d_13,16,,wall_cap,wall_cap,14,6,9.653618000000003,0.26408706029885753,8
instance_41_d_8,16,1.7410043640907256,crossed,not_extended,8,0,2.0,0.05788968327797193,
instance_42_d_7,16,4.2349131530753095,crossed,wall_cap,11,3,4.394000000000001,0.08958975754624476,8
instance_43_d_15,16,2.710405037639038,crossed,in_progress,10,2,3.3800000000000003,0.04655504814142528,
instance_43_d_5,16,0.8088258449940822,crossed,not_extended,8,0,2.0,-0.000551488446581061,
instance_45_d_12,16,1.0626324619521106,crossed,not_extended,8,0,2.0,0.009660051602986641,
instance_46_d_8,16,1.48573575125171,crossed,not_extended,8,0,2.0,0.015274160293120075,
instance_46_d_9,16,1.358509529857607,crossed,not_extended,8,0,2.0,0.035706759730237535,
instance_47_d_15,16,,wall_cap,wall_cap,14,6,9.653618000000003,0.40530268184836404,8
instance_47_d_6,16,1.6445789283651746,crossed,not_extended,8,0,2.0,0.05945531996749196,
instance_47_d_8,16,1.8917546543149615,crossed,not_extended,8,0,2.0,0.08377371703354583,
instance_48_d_14,16,2.996504668481608,crossed,crossed,10,2,3.3800000000000003,0.06339717421129647,8
instance_49_d_14,16,,wall_cap,wall_cap,14,6,9.653618000000003,0.37048808106177156,8
instance_49_d_8,16,1.8052979871549142,crossed,not_extended,8,0,2.0,0.07239755934751883,
instance_50_d_7,16,1.650466551900957,crossed,not_extended,8,0,2.0,0.05981838908846839,
instance_51_d_9,16,1.4550199947874345,crossed,not_extended,8,0,2.0,0.034460974359171816,
instance_52_d_13,16,1.944124730076601,crossed,not_extended,8,0,2.0,0.09276787950511789,
instance_52_d_14,16,,wall_cap,wall_cap,15,7,12.549703400000006,0.15759988646213824,8
instance_52_d_5,16,2.294993858988282,crossed,crossed,9,1,2.6,0.061370083850324844,8
instance_52_d_9,16,2.430359699498305,crossed,crossed,9,1,2.6,0.06980090627211019,8
instance_53_d_9,16,1.5498221570011856,crossed,not_extended,8,0,2.0,0.02807217289955588,
instance_54_d_12,16,2.4589352661336905,crossed,in_progress,9,1,2.6,0.07960028793818068,
instance_54_d_13,16,2.1825769561907022,crossed,crossed,9,1,2.6,0.04191953212400413,8
instance_54_d_9,16,1.859916360677651,crossed,not_extended,8,0,2.0,0.07457358762803779,
instance_55_d_8,16,1.5425683978043974,crossed,not_extended,8,0,2.0,0.0429676214371284,
instance_55_d_9,16,3.0168744719135114,crossed,wall_cap,10,2,3.3800000000000003,0.07085355096530224,8
instance_57_d_6,16,1.6420703942741,crossed,not_extended,8,0,2.0,0.05676300084669492,
instance_57_d_7,16,1.5836190252562483,crossed,not_extended,8,0,2.0,0.04738379740192613,
instance_58_d_5,16,1.5637242279251031,crossed,not_extended,8,0,2.0,0.030413403670718254,
instance_58_d_7,16,0.9298059026636896,crossed,not_extended,8,0,2.0,0.015103591043953202,
instance_59_d_5,16,0.9563770872198258,crossed,not_extended,8,0,2.0,0.0025055275920749407,
instance_5_d_13,16,1.2268915092947341,crossed,not_extended,8,0,2.0,0.005972302649752237,
instance_5_d_15,16,2.578770652437508,crossed,crossed,9,1,2.6,0.09562779082327806,8
instance_60_d_9,16,1.4845489729182328,crossed,not_extended,8,0,2.0,0.029155449828976998,
instance_61_d_14,16,7.793290521766854,crossed,wall_cap,14,6,9.653618000000003,0.04902287984112472,8
instance_61_d_15,16,12.04288016306549,crossed,wall_cap,15,7,12.549703400000006,0.09240207778187291,8
instance_61_d_5,16,0.9390943234706186,crossed,not_extended,8,0,2.0,0.019138146378099918,
instance_62_d_7,16,2.828962208515003,crossed,wall_cap,10,2,3.3800000000000003,0.047453563258497575,8
instance_63_d_7,16,1.8373103190954694,crossed,not_extended,8,0,2.0,0.07476118898757704,
instance_64_d_14,16,,wall_cap,wall_cap,14,6,9.653618000000003,0.505660096178685,8
instance_65_d_15,16,,wall_cap,wall_cap,14,6,9.653618000000003,0.1776796724735346,8
instance_65_d_6,16,1.7806792731889765,crossed,not_extended,8,0,2.0,0.06393448736416758,
instance_65_d_9,16,1.1761107489458915,crossed,not_extended,8,0,2.0,0.014062197629027651,
instance_67_d_7,16,5.533729071624182,crossed,wall_cap,12,4,5.712200000000002,0.08906620276176401,8
instance_67_d_8,16,1.8069028917524157,crossed,not_extended,8,0,2.0,0.06894443974815659,
instance_68_d_10,16,1.190017356438938,crossed,not_extended,8,0,2.0,0.010600608580716653,
instance_68_d_14,16,,wall_cap,wall_cap,14,6,9.653618000000003,0.32115342310263795,8
instance_6_d_9,16,1.7964158578251945,crossed,not_extended,8,0,2.0,0.06387248683349753,
instance_70_d_8,16,1.7839535966736102,crossed,not_extended,8,0,2.0,0.07440899381545023,
instance_71_d_5,16,1.0485963273858094,crossed,not_extended,8,0,2.0,0.00580720116449811,
instance_71_d_7,16,0.9691027485303247,crossed,not_extended,8,0,2.0,0.0024730114178964867,
instance_71_d_8,16,0.8551753114861302,crossed,not_extended,8,0,2.0,0.0018824642917024902,
instance_73_d_9,16,3.4863751592532357,crossed,wall_cap,11,3,4.394000000000001,0.059784763955863074,8
instance_74_d_15,16,4.388236959617889,crossed,wall_cap,11,3,4.394000000000001,0.09955042941912114,8
instance_76_d_15,16,4.866869526122171,crossed,wall_cap,12,4,5.712200000000002,0.06517341268534517,8
instance_77_d_11,16,1.4212266018603943,crossed,not_extended,8,0,2.0,0.02349663425138715,
instance_77_d_14,16,2.20152331350117,crossed,crossed,9,1,2.6,0.032347242463550405,8
instance_77_d_6,16,1.8874547249404188,crossed,not_extended,8,0,2.0,0.08007989941161213,
instance_78_d_12,16,1.613745619771743,crossed,not_extended,8,0,2.0,0.0578858218377718,
instance_78_d_14,16,2.1068692222665466,crossed,crossed,9,1,2.6,0.03194368287807352,8
instance_79_d_14,16,2.0103686855978338,crossed,crossed,9,1,2.6,0.03531179172195194,8
instance_79_d_15,16,,wall_cap,wall_cap,14,6,9.653618000000003,0.1412948243602249,8
instance_79_d_8,16,3.3619393450723014,crossed,wall_cap,10,2,3.3800000000000003,0.09808135131523657,8
instance_80_d_5,16,1.9572518425684193,crossed,not_extended,8,0,2.0,0.09372070218323643,
instance_81_d_6,16,0.9109744683619432,crossed,not_extended,8,0,2.0,0.0035440445053609437,
instance_83_d_13,16,5.066833659076348,crossed,wall_cap,12,4,5.712200000000002,0.07137549355469382,8
instance_83_d_9,16,2.719150384846536,crossed,wall_cap,10,2,3.3800000000000003,0.03730675445327523,8
instance_84_d_6,16,1.3829263121093462,crossed,not_extended,8,0,2.0,0.02656747063738294,
instance_84_d_9,16,2.5766873523491456,crossed,crossed,9,1,2.6,0.09723527287472301,8
instance_86_d_7,16,1.5947007051265967,crossed,not_extended,8,0,2.0,0.04189842897394556,
instance_88_d_15,16,3.5704403228587367,crossed,wall_cap,11,3,4.394000000000001,0.05494067107728591,8
instance_88_d_9,16,1.49490695165328,crossed,not_extended,8,0,2.0,0.032430505663432994,
instance_89_d_7,16,0.6762126318971527,crossed,not_extended,8,0,2.0,0.0011045513158023823,
instance_89_d_8,16,2.008666331815913,crossed,crossed,9,1,2.6,0.04078544324037478,8
instance_89_d_9,16,1.2018635707953895,crossed,not_extended,8,0,2.0,0.016612201486714183,
instance_90_d_6,16,3.378390856194439,crossed,wall_cap,10,2,3.3800000000000003,0.09984915891825408,8
instance_92_d_11,16,4.267976740050044,crossed,wall_cap,11,3,4.394000000000001,0.09230409554285401,8
instance_92_d_5,16,1.2069773891321396,crossed,not_extended,8,0,2.0,0.019847394183670986,
instance_92_d_6,16,1.0301202887897003,crossed,not_extended,8,0,2.0,0.005850108567392454,
instance_92_d_8,16,1.6161991677557905,crossed,not_extended,8,0,2.0,0.03835703613840451,
instance_93_d_9,16,1.0623334773213784,crossed,not_extended,8,0,2.0,0.00694094042701181,
instance_94_d_8,16,1.5062103649175709,crossed,not_extended,8,0,2.0,0.040118371823700726,
