instance,N,tmax,outcome,outcome_reported,n_points,n_extend_points,t_max_reached,F_min,nsamp_extend
instance_95_d_6,16,0.7052760286510353,crossed,not_extended,8,0,2.0,0.0012741623791953315,
instance_96_d_13,16,1.867397568932297,crossed,not_extended,8,0,2.0,0.08050528825588117,
instance_98_d_6,16,0.9691203688535217,crossed,not_extended,8,0,2.0,0.010867174922896083,
instance_99_d_5,16,1.8248788830800027,crossed,not_extended,8,0,2.0,0.07478176876466022,
instance_99_d_7,16,1.7334106438171635,crossed,not_extended,8,0,2.0,0.05884758270221937,
instance_9_d_7,16,3.7222237271823664,crossed,wall_cap,11,3,4.394000000000001,0.05941237968377504,8
instance_9_d_8,16,1.6903787285294747,crossed,not_extended,8,0,2.0,0.042466290511219994,
instance_0_d_13,17,0.9595010801860283,crossed,not_extended,8,0,2.0,0.005041255921241827,
instance_0_d_5,17,0.47388592666067064,crossed,not_extended,8,0,2.0,-0.0007499144473513298,
instance_105_d_10,17,2.581282615134203,crossed,crossed,9,1,2.6,0.09721803110288041,8
instance_111_d_10,17,2.1362161373534088,crossed,crossed,9,1,2.6,0.042341960719555684,8
instance_114_d_11,17,3.555814743880909,crossed,in_progress,11,3,4.394000000000001,0.04891015395137157,
instance_134_d_11,17,0.9024278508244906,crossed,not_extended,8,0,2.0,0.008153103475342505,
instance_148_d_11,17,2.616946641174429,crossed,crossed,10,2,3.3800000000000003,0.042024924275911195,8
instance_14_d_11,17,4.349655040525597,crossed,in_progress,11,3,4.394000000000001,0.09645249771721408,
instance_14_d_12,17,1.340742214383589,crossed,not_extended,8,0,2.0,0.011908270456842729,
instance_151_d_5,17,0.6201561874565575,crossed,not_extended,8,0,2.0,8.696735094417817e-05,
instance_161_d_5,17,0.6513212138205229,crossed,not_extended,8,0,2.0,0.004032071670008008,
instance_165_d_10,17,0.9397677949426905,crossed,not_extended,8,0,2.0,0.0030116785332211294,
instance_166_d_5,17,0.8827623710375584,crossed,not_extended,8,0,2.0,0.003937738025615545,
instance_184_d_11,17,3.610316106935553,crossed,crossed,11,3,4.394000000000001,0.050412805495088156,8
instance_192_d_11,17,2.875336046955624,crossed,crossed,10,2,3.3800000000000003,0.05157404916693975,8
instance_197_d_5,17,0.6282111341513541,crossed,not_extended,8,0,2.0,0.0005448954094390501,
instance_28_d_10,17,,wall_cap,wall_cap,13,5,7.425860000000003,0.432134223742917,8
instance_38_d_11,17,3.537099585072784,crossed,crossed,11,3,4.394000000000001,0.05845129254132085,8
instance_38_d_12,17,1.4938445859994636,crossed,not_extended,8,0,2.0,0.0366311035140825,
instance_3_d_10,17,0.990643906572126,crossed,not_extended,8,0,2.0,0.005216314620884077,
instance_51_d_10,17,1.1651211786450903,crossed,not_extended,8,0,2.0,0.016746095191592758,
instance_52_d_12,17,1.5197776976035744,crossed,not_extended,8,0,2.0,0.0428085467998244,
instance_58_d_10,17,1.4546316773741446,crossed,not_extended,8,0,2.0,0.01974692843596131,
instance_59_d_11,17,1.3291270836572,crossed,not_extended,8,0,2.0,0.010408465172440628,
instance_59_d_12,17,2.136260410974586,crossed,crossed,9,1,2.6,0.0453650710051146,8
instance_69_d_12,17,0.7447173639077389,crossed,not_extended,8,0,2.0,-0.0007299353150301613,
instance_71_d_11,17,7.13098847683696,crossed,in_progress,13,5,7.425860000000003,0.08690923219264983,
instance_72_d_12,17,1.8806189822643775,crossed,not_extended,8,0,2.0,0.07060305340364721,
instance_73_d_10,17,0.8537691577831411,crossed,not_extended,8,0,2.0,0.003342544955194171,
instance_83_d_11,17,2.048134089682423,crossed,crossed,9,1,2.6,0.05597468739269487,8
instance_94_d_12,17,1.62138624302654,crossed,not_extended,8,0,2.0,0.036983186941142776,
instance_97_d_10,17,4.505757391668687,crossed,crossed,12,4,5.712200000000002,0.04862670005593045,8
instance_0_d_11,18,2.8550711081165185,crossed,crossed,10,2,3.3800000000000003,0.058215458148657064,8
instance_106_d_11,18,2.678779302886642,crossed,crossed,10,2,3.3800000000000003,0.041433797480356964,8
instance_110_d_5,18,1.9230441866204275,crossed,not_extended,8,0,2.0,0.08713127268943026,
instance_117_d_11,18,6.299426733293931,crossed,crossed,13,5,7.425860000000003,0.0670746018263178,8
instance_118_d_11,18,2.0460704830501255,crossed,crossed,9,1,2.6,0.046816476105972935,8
instance_119_d_10,18,0.8747169717237877,crossed,not_extended,8,0,2.0,0.00504343980928752,
instance_119_d_11,18,15.032565501795025,crossed,in_progress,16,8,16.31461442000001,0.08368131627009764,
instance_120_d_12,18,1.7221056361089997,crossed,not_extended,8,0,2.0,0.060654119702121534,
instance_126_d_12,18,3.2738556926329663,crossed,crossed,10,2,3.3800000000000003,0.08996031175470881,8
instance_12_d_10,18,1.2578306416188003,crossed,not_extended,8,0,2.0,0.016719568373218863,
instance_12_d_12,18,3.912767320743317,crossed,crossed,11,3,4.394000000000001,0.06779238138071969,8
instance_132_d_10,18,0.7210943646093946,crossed,not_extended,8,0,2.0,0.0026973476807143014,
instance_137_d_10,18,0.9778186579834569,crossed,not_extended,8,0,2.0,0.002301268681230795,
instance_13_d_12,18,1.708991258393883,crossed,not_extended,8,0,2.0,0.05794500873348625,
instance_147_d_12,18,1.5293534676639693,crossed,not_extended,8,0,2.0,0.030277601420266365,
instance_150_d_5,18,4.26685219619357,crossed,crossed,11,3,4.394000000000001,0.08620750369420488,8
instance_158_d_11,18,4.205490767793525,crossed,in_progress,11,3,4.394000000000001,0.08642173704416536,
instance_15_d_12,18,3.729367825446316,crossed,wall_cap,11,3,4.394000000000001,0.05656226207250075,8
instance_175_d_10,18,2.8274994788914496,crossed,crossed,10,2,3.3800000000000003,0.0451563255758525,8
instance_177_d_12,18,3.799639763314569,crossed,crossed,11,3,4.394000000000001,0.05737442103021071,8
instance_182_d_12,18,1.57866291301749,crossed,not_extended,8,0,2.0,0.03353554893733417,
instance_186_d_5,18,1.4678808070222837,crossed,not_extended,8,0,2.0,0.024431500561695428,
instance_186_d_6,18,0.9601310540038276,crossed,not_extended,8,0,2.0,0.022532888176829146,
instance_189_d_10,18,2.464287763891776,crossed,crossed,9,1,2.6,0.08044953771144119,8
instance_189_d_11,18,3.22929852101715,crossed,crossed,10,2,3.3800000000000003,0.07979761552788034,8
instance_18_d_12,18,4.571768973233998,crossed,crossed,12,4,5.712200000000002,0.05207972702324213,8
instance_190_d_11,18,2.0819652081889917,crossed,crossed,9,1,2.6,0.06523992746003002,8
instance_191_d_6,18,1.5373568414886047,crossed,not_extended,8,0,2.0,0.04294544300837515,
instance_192_d_13,18,3.6314015906699852,crossed,crossed,11,3,4.394000000000001,0.04815477490272603,8
instance_194_d_11,18,1.486569562270081,crossed,not_extended,8,0,2.0,0.027548162629591387,
instance_194_d_12,18,2.0529114258704917,crossed,crossed,9,1,2.6,0.03389227005873968,8
instance_196_d_11,18,1.2366735241255902,crossed,not_extended,8,0,2.0,0.01475339242319933,
instance_1_d_12,18,1.9366197074722498,crossed,not_extended,8,0,2.0,0.08694949563100636,
instance_26_d_12,18,5.7485840662963,crossed,wall_cap,13,5,7.425860000000003,0.051432810976526244,8
instance_27_d_12,18,4.332965946742891,crossed,wall_cap,11,3,4.394000000000001,0.09373026567049457,8
instance_29_d_11,18,1.181451956931853,crossed,not_extended,8,0,2.0,0.016178764775895617,
instance_2_d_10,18,1.0915535190026069,crossed,not_extended,8,0,2.0,0.02251314548020673,
instance_2_d_11,18,5.493575765635973,crossed,crossed,12,4,5.712200000000002,0.08835700378308281,8
instance_42_d_11,18,2.995938182023834,crossed,crossed,10,2,3.3800000000000003,0.06340560187768704,8
instance_43_d_11,18,5.590482831011052,crossed,crossed,12,4,5.712200000000002,0.09311314382074809,8
instance_53_d_10,18,4.757653447234589,crossed,crossed,12,4,5.712200000000002,0.057450033182397546,8
instance_53_d_11,18,2.213226238476557,crossed,crossed,9,1,2.6,0.04724881546187325,8
instance_56_d_10,18,2.1426513044403377,crossed,crossed,9,1,2.6,0.06736170328438436,8
instance_64_d_10,18,1.1178449086757734,crossed,not_extended,8,0,2.0,0.020261504139807585,
instance_70_d_12,18,2.4689656759442604,crossed,crossed,9,1,2.6,0.08480638086542344,8
instance_74_d_11,18,1.9271250232118862,crossed,not_extended,8,0,2.0,0.0867459827994935,
instance_87_d_10,18,1.3323452215303704,crossed,not_extended,8,0,2.0,0.014227179727367912,
instance_88_d_11,18,1.2987166242648038,crossed,not_extended,8,0,2.0,0.013169678237591142,
instance_90_d_10,18,14.078606541111707,crossed,wall_cap,16,8,16.31461442000001,0.06506756330773346,8
instance_93_d_12,18,1.2079920007620888,crossed,not_extended,8,0,2.0,0.008467360480699427,
instance_94_d_10,18,0.966772280766762,crossed,not_extended,8,0,2.0,0.001224163753522589,
instance_98_d_12,18,8.920348374509235,crossed,crossed,14,6,9.653618000000003,0.0856400380196482,8
instance_101_d_11,19,1.9492171956955382,crossed,not_extended,8,0,2.0,0.08209364113622541,
instance_102_d_12,19,4.376097784763024,crossed,crossed,11,3,4.394000000000001,0.09882670220459056,8
instance_106_d_10,19,2.541189022687061,crossed,crossed,9,1,2.6,0.09381231367687054,8
instance_108_d_11,19,3.804383963889985,crossed,crossed,11,3,4.394000000000001,0.06302991399185251,8
instance_109_d_11,19,2.418654439156877,crossed,crossed,9,1,2.6,0.06113080945193289,8
instance_10_d_11,19,2.020621494439076,crossed,crossed,9,1,2.6,0.03944650860716446,8
instance_118_d_10,19,1.21285508601239,crossed,not_extended,8,0,2.0,0.009086086558522766,
instance_119_d_12,19,0.9888983087384988,crossed,not_extended,8,0,2.0,0.00392895598870382,
instance_11_d_11,19,1.852289151581846,crossed,not_extended,8,0,2.0,0.07033173506995354,
instance_120_d_10,19,1.2861383078977553,crossed,not_extended,8,0,2.0,0.014921196824457184,
instance_121_d_10,19,2.547082444991243,crossed,crossed,9,1,2.6,0.09283738451817122,8
instance_121_d_11,19,,wall_cap,wall_cap,15,7,12.549703400000006,0.14603999071455248,8
instance_122_d_12,19,4.733035059479332,crossed,crossed,12,4,5.712200000000002,0.05027977791087343,8
instance_123_d_11,19,2.875226684972468,crossed,crossed,10,2,3.3800000000000003,0.06010562810999098,8
instance_127_d_11,19,3.1496053968282824,crossed,crossed,10,2,3.3800000000000003,0.07175231015934634,8
instance_127_d_12,19,4.458771442737275,crossed,crossed,12,4,5.712200000000002,0.053578088720937,8
instance_128_d_10,19,0.9221144383648275,crossed,not_extended,8,0,2.0,0.001076471637452414,
instance_128_d_12,19,1.5511265646010124,crossed,not_extended,8,0,2.0,0.015751344644627352,
instance_133_d_12,19,3.6164338376282843,crossed,crossed,11,3,4.394000000000001,0.05630683785354917,8
instance_135_d_11,19,2.918820546330678,crossed,crossed,10,2,3.3800000000000003,0.06829262531001276,8
instance_149_d_12,19,3.8909081991749543,crossed,crossed,11,3,4.394000000000001,0.06573869001058975,8
instance_156_d_13,19,3.0375142721263724,crossed,crossed,10,2,3.3800000000000003,0.049097202959035635,8
instance_160_d_11,19,3.3086967503531426,crossed,crossed,10,2,3.3800000000000003,0.09413434464684999,8
instance_167_d_10,19,0.9485971772027781,crossed,not_extended,8,0,2.0,0.0019511751862410164,
instance_167_d_12,19,2.4227614287396104,crossed,crossed,9,1,2.6,0.06534952020852187,8
instance_168_d_11,19,3.3713993000057694,crossed,crossed,10,2,3.3800000000000003,0.09889606363198114,8
instance_171_d_11,19,0.9795961049788291,crossed,not_extended,8,0,2.0,0.005529077053847686,
instance_173_d_11,19,1.6343869898293981,crossed,not_extended,8,0,2.0,0.04915907870549745,
instance_174_d_12,19,2.652874000985873,crossed,crossed,10,2,3.3800000000000003,0.04697225431954929,8
instance_180_d_12,19,2.5933881864993156,crossed,crossed,9,1,2.6,0.09902199595698458,8
instance_184_d_10,19,1.0487422543691225,crossed,not_extended,8,0,2.0,0.005576938493140915,
instance_188_d_10,19,1.6080041584378446,crossed,not_extended,8,0,2.0,0.04199937994512766,
instance_191_d_5,19,2.486976918580393,crossed,crossed,9,1,2.6,0.08094635423065934,8
instance_195_d_11,19,2.763937457284438,crossed,crossed,10,2,3.3800000000000003,0.04459653606803832,8
instance_195_d_13,19,1.4806158517206398,crossed,not_extended,8,0,2.0,0.03046597012944403,
instance_19_d_11,19,1.5761598076592125,crossed,not_extended,8,0,2.0,0.041121932917599226,
instance_21_d_11,19,1.7599630854667314,crossed,not_extended,8,0,2.0,0.06812287599364027,
instance_24_d_12,19,1.2801275175780968,crossed,not_extended,8,0,2.0,0.00940731632160805,
instance_25_d_12,19,1.2857219925832881,crossed,not_extended,8,0,2.0,0.01274295653693116,
instance_35_d_12,19,6.075230495117709,crossed,crossed,13,5,7.425860000000003,0.05008259774073155,8
instance_47_d_12,19,0.9411346866030323,crossed,not_extended,8,0,2.0,0.0013640175885029748,
instance_48_d_11,19,0.9397317920730185,crossed,not_extended,8,0,2.0,0.004035784336724646,
instance_4_d_12,19,4.402304342759343,crossed,crossed,12,4,5.712200000000002,0.04905251853194573,8
instance_54_d_10,19,1.4101973270539423,crossed,not_extended,8,0,2.0,0.033637127995802985,
instance_5_d_12,19,3.961219223428557,crossed,crossed,11,3,4.394000000000001,0.07109435663487719,8
instance_60_d_10,19,0.8328922112590046,crossed,not_extended,8,0,2.0,0.0007088856132895672,
instance_61_d_12,19,10.639044830662609,crossed,wall_cap,15,7,12.549703400000006,0.0697766540078527,8
instance_64_d_11,19,2.3086105448186336,crossed,crossed,9,1,2.6,0.04387501906230844,8
instance_66_d_10,19,1.4475715470395314,crossed,not_extended,8,0,2.0,0.02982084766454136,
instance_67_d_12,19,1.7382157851828481,crossed,not_extended,8,0,2.0,0.06775703243995394,
instance_69_d_10,19,2.168991821506335,crossed,crossed,9,1,2.6,0.032267313249383194,8
instance_6_d_11,19,1.863583912426568,crossed,not_extended,8,0,2.0,0.07016638397858514,
instance_71_d_12,19,12.9457788097017,crossed,wall_cap,16,8,16.31461442000001,0.05241871547440012,8
instance_72_d_10,19,2.0149178319258363,crossed,crossed,9,1,2.6,0.04035434072911132,8
instance_75_d_10,19,2.3585866333378918,crossed,crossed,9,1,2.6,0.06856306455709055,8
instance_75_d_11,19,3.8176754826529185,crossed,crossed,11,3,4.394000000000001,0.06746836132102735,8
instance_83_d_10,19,1.9025717068399584,crossed,not_extended,8,0,2.0,0.09172817748440139,
instance_83_d_12,19,2.5254855406995977,crossed,crossed,9,1,2.6,0.08614194153806379,8
instance_84_d_12,19,2.9174528909544835,crossed,crossed,10,2,3.3800000000000003,0.05915891925856126,8
instance_86_d_6,19,0.8943068441156938,crossed,not_extended,8,0,2.0,0.0005980403569765258,
instance_88_d_10,19,3.934842253076617,crossed,crossed,11,3,4.394000000000001,0.06228681771707836,8
instance_89_d_11,19,3.7591911341541073,crossed,crossed,11,3,4.394000000000001,0.058923754604647646,8
instance_91_d_6,19,1.561590814482868,crossed,not_extended,8,0,2.0,0.04201058231396928,
instance_91_d_7,19,3.2697799492780746,crossed,crossed,10,2,3.3800000000000003,0.08672374163141425,8
instance_96_d_10,19,1.4847898863728206,crossed,not_extended,8,0,2.0,0.017722587788307466,
instance_0_d_10,20,3.3534248898839785,crossed,crossed,10,2,3.3800000000000003,0.09706744714430171,8
instance_100_d_10,20,3.204838775387321,crossed,crossed,10,2,3.3800000000000003,0.08187890279761528,8
instance_102_d_10,20,1.8404985112183354,crossed,not_extended,8,0,2.0,0.08123795057828147,
instance_103_d_10,20,2.530388237593495,crossed,crossed,9,1,2.6,0.08454798528766677,8
instance_103_d_11,20,1.849955460577971,crossed,not_extended,8,0,2.0,0.07990342653763491,
instance_105_d_11,20,1.412148317727747,crossed,not_extended,8,0,2.0,0.023783167826024965,
instance_109_d_10,20,0.8668409100642217,crossed,not_extended,8,0,2.0,0.003924207365184884,
instance_122_d_11,20,2.9830530210963944,crossed,crossed,10,2,3.3800000000000003,0.051434423104082735,8
instance_123_d_10,20,2.390263332382232,crossed,crossed,9,1,2.6,0.05525635184584486,8
instance_124_d_10,20,1.3978966135746969,crossed,not_extended,8,0,2.0,0.011431989504353623,
instance_134_d_10,20,1.2243605353197775,crossed,not_extended,8,0,2.0,0.006704054224258016,
instance_136_d_10,20,2.1381859817260076,crossed,crossed,9,1,2.6,0.049278275664272286,8
instance_136_d_11,20,2.197128034273157,crossed,crossed,9,1,2.6,0.056413546945895746,8
instance_138_d_10,20,3.126464132814182,crossed,crossed,10,2,3.3800000000000003,0.06989702054791117,8
instance_139_d_11,20,1.748046875889596,crossed,not_extended,8,0,2.0,0.056515707354253666,
instance_143_d_11,20,4.438581660543302,crossed,crossed,12,4,5.712200000000002,0.05059118129052352,8
instance_144_d_11,20,0.8994892425344282,crossed,not_extended,8,0,2.0,0.004192845022248548,
instance_146_d_11,20,2.8215517426803824,crossed,crossed,10,2,3.3800000000000003,0.04154890204709566,8
instance_149_d_10,20,3.2690077002173403,crossed,crossed,10,2,3.3800000000000003,0.0855713059253191,8
instance_152_d_12,20,1.229371364110599,crossed,not_extended,8,0,2.0,0.005291438548351834,
instance_154_d_12,20,1.2893800235257271,crossed,not_extended,8,0,2.0,0.011381246292967263,
instance_155_d_11,20,1.7838957627380883,crossed,not_extended,8,0,2.0,0.06337172575002796,
instance_155_d_12,20,1.672294950595162,crossed,not_extended,8,0,2.0,0.06526918237326526,
instance_157_d_10,20,2.2006797702879557,crossed,crossed,9,1,2.6,0.06602539997696165,8
instance_163_d_5,20,2.2138395092578014,crossed,crossed,9,1,2.6,0.05474343936247392,8
instance_163_d_6,20,2.6718831351491503,crossed,crossed,10,2,3.3800000000000003,0.03538910753783623,8
instance_164_d_11,20,,wall_cap,wall_cap,14,6,9.653618000000003,0.15851648840869365,8
instance_164_d_12,20,,wall_cap,wall_cap,13,5,7.425860000000003,0.12538777983339278,8
instance_166_d_7,20,1.3743009113282068,crossed,not_extended,8,0,2.0,0.020448803686008432,
instance_169_d_12,20,0.9244442698081218,crossed,not_extended,8,0,2.0,0.0014285639716831611,
instance_172_d_10,20,2.917599646922683,crossed,crossed,10,2,3.3800000000000003,0.06430413561301299,8
instance_173_d_10,20,2.268933399566936,crossed,crossed,9,1,2.6,0.06133076979361634,8
instance_178_d_10,20,1.9675372175834016,crossed,not_extended,8,0,2.0,0.09479713001787786,
instance_17_d_11,20,1.1786310124894923,crossed,not_extended,8,0,2.0,0.0102979125795855,
instance_183_d_10,20,1.3851911320730679,crossed,not_extended,8,0,2.0,0.030590322017405924,
instance_185_d_10,20,0.8300241425147122,crossed,not_extended,8,0,2.0,3.823037968686549e-05,
instance_187_d_11,20,1.3948147683208076,crossed,not_extended,8,0,2.0,0.02143557456400913,
instance_192_d_10,20,1.70607723420038,crossed,not_extended,8,0,2.0,0.055362505838036216,
instance_195_d_12,20,3.0015481806293325,crossed,crossed,10,2,3.3800000000000003,0.06308251077920507,8
instance_23_d_6,20,0.7715169397820179,crossed,not_extended,8,0,2.0,0.0010119271749999825,
instance_2_d_12,20,2.310312461986637,crossed,crossed,9,1,2.6,0.0441079709606052,8
instance_30_d_10,20,3.1916669279032726,crossed,crossed,10,2,3.3800000000000003,0.0727045341913568,8
instance_32_d_11,20,5.2367488177278805,crossed,crossed,12,4,5.712200000000002,0.0756452190469494,8
instance_33_d_11,20,3.759883458066597,crossed,crossed,11,3,4.394000000000001,0.06133465946689963,8
instance_34_d_11,20,1.0987009049619783,crossed,not_extended,8,0,2.0,0.009706684942193533,
instance_41_d_11,20,3.178624912696762,crossed,crossed,10,2,3.3800000000000003,0.084571852425596,8
instance_55_d_10,20,1.9268746618911554,crossed,not_extended,8,0,2.0,0.09029489041936359,
instance_68_d_11,20,7.0595367374454705,crossed,wall_cap,13,5,7.425860000000003,0.08969454305099672,8
instance_70_d_10,20,1.9453734774738354,crossed,not_extended,8,0,2.0,0.0909500946621165,
instance_77_d_10,20,0.9583882063484078,crossed,not_extended,8,0,2.0,0.002730484636674646,
instance_80_d_11,20,3.360548709369419,crossed,crossed,10,2,3.3800000000000003,0.0981987354279717,8
instance_81_d_10,20,1.8512054387794847,crossed,not_extended,8,0,2.0,0.07386021401442804,
instance_84_d_11,20,1.0831372618712154,crossed,not_extended,8,0,2.0,0.0031305410490858774,
instance_85_d_10,20,,wall_cap,wall_cap,13,5,7.425860000000003,0.20348111347076386,8
instance_89_d_10,20,1.3802404077736932,crossed,not_extended,8,0,2.0,0.021574590032844298,
instance_90_d_11,20,1.8816435270742058,crossed,not_extended,8,0,2.0,0.07833453365876722,
instance_91_d_5,20,1.3830300268554094,crossed,not_extended,8,0,2.0,0.01980387676369446,
instance_93_d_11,20,2.482729118889086,crossed,crossed,9,1,2.6,0.08083255790784005,8
instance_99_d_11,20,1.0637567867791269,crossed,not_extended,8,0,2.0,0.003093154660405162,
instance_24_d_10,21,,not_extended,not_extended,8,0,2.0,0.2916707031815008,
instance_31_d_10,21,1.3032217248651685,crossed,not_extended,8,0,2.0,0.01702824053248264,
instance_40_d_10,21,,not_extended,not_extended,8,0,2.0,0.48494624918866974,
instance_43_d_10,21,,not_extended,not_extended,8,0,2.0,0.3197773161605369,
instance_44_d_10,21,,not_extended,not_extended,8,0,2.0,0.1478679858749274,
instance_47_d_10,21,0.9067337901677714,crossed,not_extended,8,0,2.0,0.0016645988646473598,
instance_6_d_10,21,,not_extended,not_extended,8,0,2.0,0.3722456119272152,
instance_8_d_10,21,1.3431125990100705,crossed,not_extended,8,0,2.0,0.009225554968594452,
instance_19_d_10,22,1.9126588744256376,crossed,not_extended,8,0,2.0,0.08717085113103167,
instance_21_d_10,22,,not_extended,not_extended,8,0,2.0,0.19446794468172185,
instance_32_d_10,22,1.2276014641268358,crossed,not_extended,8,0,2.0,0.027421016517627093,
instance_35_d_10,22,1.0482015812553205,crossed,not_extended,8,0,2.0,0.003958186177166567,
instance_38_d_10,22,1.2279887219717969,crossed,not_extended,8,0,2.0,0.014457392076769793,
instance_42_d_10,22,1.3653475472902197,crossed,not_extended,8,0,2.0,0.015684975842029304,
instance_45_d_10,22,,not_extended,not_extended,8,0,2.0,0.17813020437044996,
instance_10_d_10,23,0.8520429183602755,crossed,not_extended,8,0,2.0,0.001935210021579792,
instance_16_d_10,23,1.364483841151633,crossed,not_extended,8,0,2.0,0.01904005292578148,
instance_26_d_10,23,1.6933256781227666,crossed,not_extended,8,0,2.0,0.03748005265230745,
instance_33_d_10,23,1.3551565618973942,crossed,not_extended,8,0,2.0,0.010124371025159461,
instance_39_d_10,23,,not_extended,not_extended,8,0,2.0,0.11694933261650249,
instance_46_d_10,23,1.9521786888871764,crossed,not_extended,8,0,2.0,0.08987440955975501,
instance_49_d_10,23,1.4874362807287338,crossed,not_extended,8,0,2.0,0.03292770880588307,
instance_5_d_10,23,,not_extended,not_extended,8,0,2.0,0.22754736636728765,
instance_11_d_10,24,1.7393052881487454,crossed,not_extended,8,0,2.0,0.05893436501100311,
instance_9_d_10,24,1.3256147689733777,crossed,not_extended,8,0,2.0,0.018270011636822403,
instance_14_d_10,25,1.9493430723769951,crossed,not_extended,8,0,2.0,0.08727445778293194,
